name,psnr-y
calendar/00000001.png,23.522586687709207
calendar/00000002.png,23.4945843135796
calendar/00000003.png,23.49484213599169
calendar/00000004.png,23.536783330126614
calendar/00000005.png,23.741888367629027
calendar/00000006.png,23.709809789826064
calendar/00000007.png,23.736998993037318
calendar/00000008.png,23.623849403567494
calendar/00000009.png,23.69106679024211
calendar/00000010.png,23.67843552889854
calendar/00000011.png,23.78288158821156
calendar/00000012.png,23.713906504473083
calendar/00000013.png,23.836568744722708
calendar/00000014.png,23.783538393158523
calendar/00000015.png,23.843979102349437
calendar/00000016.png,23.71907618598197
calendar/00000017.png,23.95050445681596
calendar/00000018.png,23.7558133896393
calendar/00000019.png,23.857645452818975
calendar/00000020.png,23.7037699813127
calendar/00000021.png,23.829362703058706
calendar/00000022.png,23.642169381429508
calendar/00000023.png,23.585217667043025
calendar/00000024.png,23.54930833821689
calendar/00000025.png,23.76327524576048
calendar/00000026.png,23.587374003304404
calendar/00000027.png,23.586545062914897
calendar/00000028.png,23.56006213937642
calendar/00000029.png,23.655806180196286
calendar/00000030.png,23.566198474646242
calendar/00000031.png,23.693934575111292
calendar/00000032.png,23.563023310863684
calendar/00000033.png,23.58038158349235
calendar/00000034.png,23.538772255940902
calendar/00000035.png,23.55696459177357
calendar/00000036.png,23.484333079994705
calendar/00000037.png,23.656311911975145
calendar/00000038.png,23.514061990284006
calendar/00000039.png,23.507891461358454
calendar/00000040.png,23.38544111918091
calendar/00000041.png,23.47828788918646
city/00000001.png,27.145781449637852
city/00000002.png,27.306648157390853
city/00000003.png,27.72347543132319
city/00000004.png,27.971259012745577
city/00000005.png,27.846583224394173
city/00000006.png,27.543249468880195
city/00000007.png,28.016523170587128
city/00000008.png,28.090591764355075
city/00000009.png,27.867962453420336
city/00000010.png,27.38564741354815
city/00000011.png,27.11360072910916
city/00000012.png,27.296464416718877
city/00000013.png,27.23283811436536
city/00000014.png,26.88391147814844
city/00000015.png,26.777137907315897
city/00000016.png,26.632203401021762
city/00000017.png,26.71326865644531
city/00000018.png,26.484377091113927
city/00000019.png,26.860277260801098
city/00000020.png,26.9959642413478
city/00000021.png,27.04008809267863
city/00000022.png,27.006403548916474
city/00000023.png,27.21295073881887
city/00000024.png,27.783345947659797
city/00000025.png,28.164481169263183
city/00000026.png,28.012351898885917
city/00000027.png,27.874090812831493
city/00000028.png,28.264013267112222
city/00000029.png,28.6006970492176
city/00000030.png,28.01517744803139
city/00000031.png,27.86407356993339
city/00000032.png,27.52393305615623
city/00000033.png,27.34714416824368
city/00000034.png,27.34846108943255
foliage/00000001.png,26.836230961267677
foliage/00000002.png,26.464605891624075
foliage/00000003.png,26.59714265227647
foliage/00000004.png,26.4119659399506
foliage/00000005.png,26.673952391279485
foliage/00000006.png,26.056470043154555
foliage/00000007.png,26.449610022061407
foliage/00000008.png,25.528474901471686
foliage/00000009.png,25.890706769155326
foliage/00000010.png,25.847197996709234
foliage/00000011.png,26.16910452753762
foliage/00000012.png,25.682415753233116
foliage/00000013.png,25.995943159243915
foliage/00000014.png,25.63837603266751
foliage/00000015.png,25.79066191270409
foliage/00000016.png,25.528966091843536
foliage/00000017.png,25.863727251284438
foliage/00000018.png,25.52424639912145
foliage/00000019.png,25.92410763875716
foliage/00000020.png,25.19060991417743
foliage/00000021.png,25.423579047459736
foliage/00000022.png,25.228024555720225
foliage/00000023.png,25.49005824424469
foliage/00000024.png,25.125359843124105
foliage/00000025.png,25.511801987776863
foliage/00000026.png,25.284332391206167
foliage/00000027.png,25.360985478611347
foliage/00000028.png,25.268752270006935
foliage/00000029.png,25.44640783052518
foliage/00000030.png,25.161889494774158
foliage/00000031.png,25.537589071552965
foliage/00000032.png,25.360098847425398
foliage/00000033.png,25.52517954937384
foliage/00000034.png,25.483992203025405
foliage/00000035.png,25.57710279003804
foliage/00000036.png,25.35386090721837
foliage/00000037.png,25.656446986568287
foliage/00000038.png,25.538844174002765
foliage/00000039.png,25.671858410846795
