name,psnr-y
foliage/00000040.png,25.844484705224847
foliage/00000041.png,25.736724202132773
foliage/00000042.png,25.567390086501447
foliage/00000043.png,25.611484961014312
foliage/00000044.png,25.338726647213356
foliage/00000045.png,25.53006809598793
foliage/00000046.png,25.424159269178695
foliage/00000047.png,25.472889205883085
foliage/00000048.png,25.320941187683008
foliage/00000049.png,25.62091254188594
walk/00000001.png,30.167798921905472
walk/00000002.png,29.612616296582026
walk/00000003.png,30.584146137750782
walk/00000004.png,29.77932343308705
walk/00000005.png,30.376657229632748
walk/00000006.png,29.358415230565438
walk/00000007.png,30.109797251323908
walk/00000008.png,29.116909482262262
walk/00000009.png,30.249601137765318
walk/00000010.png,27.888282510479215
walk/00000011.png,30.315694739112587
walk/00000012.png,27.783313629952524
walk/00000013.png,29.889550474930033
walk/00000014.png,28.33887178348768
walk/00000015.png,30.281834612313542
walk/00000016.png,27.28772629462481
walk/00000017.png,30.279882743968784
walk/00000018.png,26.50182210346584
walk/00000019.png,29.916230307414327
walk/00000020.png,27.84580962012957
walk/00000021.png,30.27082197042546
walk/00000022.png,26.427702977271792
walk/00000023.png,30.184033738745505
walk/00000024.png,27.067107397959735
walk/00000025.png,29.876435091706696
walk/00000026.png,26.874713207595615
walk/00000027.png,30.455205396857338
walk/00000028.png,26.80295117933121
walk/00000029.png,30.434075003640718
walk/00000030.png,27.061648189481893
walk/00000031.png,29.90580292503768
walk/00000032.png,27.133684345068332
walk/00000033.png,30.290690368528757
walk/00000034.png,27.855751462597986
walk/00000035.png,30.306355189527206
walk/00000036.png,27.770583826851553
walk/00000037.png,30.043174892312926
walk/00000038.png,27.474159326665465
walk/00000039.png,30.593326766637876
walk/00000040.png,26.839858064202247
walk/00000041.png,30.550854594763912
walk/00000042.png,27.545072047305975
walk/00000043.png,30.125136906861343
walk/00000044.png,24.936661308769015
walk/00000045.png,30.671251875615834
walk/00000046.png,26.321970870153276
walk/00000047.png,30.410003324857403
